"","X1","X2","MeanDecreaseAccuracy","MeanDecreaseGini"
"Leptolyngbyaceae",1.14551683834084,-0.375574813026453,0.483426264366008,0.0919844956529146
"Chroococcaceae",0.381393799905677,-0.881867063775076,-0.338816140187122,0.152197534241493
"Cyanothecaceae",1.81704633887643,-0.705517797439326,0.804940595785492,0.110389630968567
"Oscillatoriaceae",1.32451659843825,0.196832344072228,1.36373065319463,0.127492098206568
"Hyellaceae",-1.07356318048993,-2.28879781896236,-2.15482220218602,0.0306200032390672
"Spiroplasmataceae",-1.12138723411992,-3.16296784697683,-2.56512253509074,0.123724310403675
"Entomoplasmataceae",0.32903047039145,-0.825890247131559,-0.186150002184149,0.13127617717431
"Mycoplasmataceae",-0.637525422765052,-1.10142373604997,-0.940411239194017,0.192225106803365
"Acholeplasmataceae",1.17877315210693,-1.37093187784225,-0.287117056316418,0.084788113905287
"Deinococcaceae",0.0211771906772301,-0.2139227230212,-0.205030414860652,0.110755830106274
"Thermaceae",3.83471110508178,-1.33698965307111,1.90422040567004,0.104741923680072
"Ardenticatenaceae",3.32236863616683,-0.881174904409985,2.01159530491996,0.0662590052245271
"Flavobacteriaceae",1.42616188309284,-1.01444577362446,0.489388128078878,0.198537733125745
"Ichthyobacteriaceae",-1.23489751009638,-2.00323255448247,-2.01383832718241,0.0501166111737236
"Tannerellaceae",-0.765542111433266,-1.01988265854533,-1.16678299724775,0.0709163540453503
"Porphyromonadaceae",0.743766236391454,-0.742881336647043,-0.374803602914621,0.0750077199151278
"Prevotellaceae",-0.680952162611701,-2.34492487361902,-2.18199591453789,0.141242865856764
"Bacteroidaceae",0.269932558740102,-2.92449511366978,-1.33789799486916,0.178889312179844
"Rikenellaceae",-1.80543155026255,-0.942639156570358,-1.94338036435885,0.0801014286616177
"Marinifilaceae",-2.98439135897329,-1.14480860901263,-2.87820750972688,0.0370598158446829
"Cytophagaceae",0.603547003727061,-3.65253120403892,-1.83469349253222,0.198101064796222
"Hymenobacteraceae",0.817999176643277,-0.383051478221717,0.198425438942402,0.176204285366077
"Persicobacteraceae",-2.25348315886547,-1.34735486832503,-2.22883203437703,0.072565633234242
"Sphingobacteriaceae",0.416542059912708,-1.80754400899956,-0.89820181397675,0.191578011977577
"Chitinophagaceae",1.37238437212986,-1.61402310607464,-0.584749777006609,0.179598293115521
"Haliscomenobacteraceae",-0.245196879093999,-2.34560946216003,-1.81483916068749,0.0695912238864076
"Leptotrichiaceae",0.720840975448848,0.315856397995487,0.67063850526112,0.115093135128547
"Fusobacteriaceae",-1.16175375445596,-0.821098487880478,-1.27075607721901,0.156661753722662
"Planctomycetaceae",2.35023014713641,-1.9161280186663,0.429906343246073,0.141072527375853
"Isosphaeraceae",0.883039517909187,-2.08580622353083,-0.602606032459089,0.0940288322222206
"Candidatus.Brocadiaceae",-0.712683814471268,0.336983730258414,-0.223802883256183,0.0363317908588153
"Opitutaceae",1.55226633298846,1.02036272021258,1.52027284063037,0.100376908298821
"Nitrospiraceae",-1.72263565689238,-2.62972267132617,-3.33223300831728,0.116329854515875
"Spirochaetaceae",1.63923911944571,0.447338220381402,1.39683879546096,0.15036712984045
"Borreliaceae",1.12845334262471,-1.4403936396099,-0.365714893881518,0.136599085389822
"Brachyspiraceae",2.14521557022357,-2.64305767255246,0.0749147365734405,0.116054879595701
"Leptospiraceae",-0.534353626049538,-0.70085851932041,-0.754299432783812,0.0533543949862076
"Vicinamibacteraceae",3.41805924178547,-0.891647363496073,1.60444151766043,0.053256000560338
"Acidobacteriaceae",3.40502345899261,-0.179587620463687,2.19495518365231,0.113861550454631
"Hydrogenothermaceae",-2.58492343266467,-0.445170247598623,-2.09000852706204,0.0374638776580359
"Aquificaceae",0.248907724552447,-0.580581486164283,-0.180267302507644,0.0762947463492206
"Calditrichaceae",0.798306058463085,-1.70620883532252,-0.6006396013069,0.047465037454379
"Synergistaceae",1.07410505194975,-0.462137027266946,0.407090280709388,0.105341291514355
"Deferribacteraceae",-0.496479267313536,-1.5085271761378,-1.55283680273378,0.0814793727526506
